name,type,episodes,members,score_members,rating,genre,dates,Description,Image-SRC,english_name,url
Tenki no Ko,Movie,1.0,704877.0,413904.0,8.34,"['Drama', 'Fantasy', 'Romance', 'SliceofLife']",        Jul 2019 - Jul 2019,"['Tokyo is currently experiencing rain showers that seem to disrupt the usual pace of everyone living there to no end. Amidst this seemingly eternal downpour arrives the runaway high school student Hodaka Morishima, who struggles to financially support himself—ending up with a job at a small-time publisher. At the same time, the orphaned Hina Amano also strives to find work to sustain herself and her younger brother.\n\r\nBoth fates intertwine when Hodaka attempts to rescue Hina from shady men, deciding to run away together. Subsequently, Hodaka discovers that Hina has a strange yet astounding power: the ability to call out the sun whenever she prays for it. With Tokyo\'s unusual weather in mind, Hodaka sees the potential of this ability. He suggests that Hina should become a ""sunshine girl""—someone who will clear the sky for people when they need it the most.\n\r\nThings begin looking up for them at first. However, it is common knowledge that power always comes with a hefty price...\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1880/101146.jpg,Weathering With You,https://myanimelist.net/anime/38826/Tenki_no_Ko
Versailles no Bara,TV,40.0,78386.0,22831.0,8.34,"['Drama', 'Romance', 'Historical', 'Military', 'Shoujo']",        Oct 1979 - Sep 1980,"['In 1755, Marie Antoinette is born in the royal family of Austria and raised in luxury. However, the fate of the future queen of France is set in stone—at the young age of 15, she has to leave her family and marry the crown prince of France.\n\r\nAt the same time in France, a girl is born in the family of the Commander of the Royal Guards. Upset at not having a male heir, her father decides to raise her as a man and names the girl Oscar. Oscar is trained from a young age to become the leader of the Royal Guards, but she is yet to discern that the will of the queen sometimes does not equal the good of the people.\n\r\nBased on the critically acclaimed manga by Riyoko Ikeda, Rose of Versailles depicts the fateful meeting of Marie Antoinette and Oscar, which is bound to influence history and change the life of the people facing the French Revolution as the clock ticks toward the end of the French royalty.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/9/57043.jpg,The Rose of Versailles,https://myanimelist.net/anime/338/Versailles_no_Bara
Yoru Ni Kakeru,Music,1.0,6360.0,4172.0,8.34,['Music'],        Nov 2019 - Nov 2019,"['Music video of the song ""Yoru Ni Kakeru"" by Yoasobi.']",https://cdn.myanimelist.net/images/anime/1826/114039.jpg,Racing Into The Night,https://myanimelist.net/anime/48653/Yoru_Ni_Kakeru
K-On! Movie,Movie,1.0,277579.0,162408.0,8.34,"['Comedy', 'SliceofLife', 'Music']",        Dec 2011 - Dec 2011,"[""Graduation looms for the founding members of the Light Music Club. With only a few precious weeks of school left, the girls decide to make the most of it and plan a trip abroad. Hawaii, New York, Dubai—many destinations are suggested, but after a little help from the club's precious pet turtle, Ton-chan, London is chosen as the host of their next misadventure!\n\r\nYui Hirasawa, Mio Akiyama, Tsumugi Kotobuki, Ritsu Tainaka, and Azusa Nakano will visit famous landmarks, perform live music for Londoners, and eat all sorts of delicious food, all while stumbling clumsily from place to place. But the fun won't last forever, as heartfelt songs and goodbyes will be made as their high school days together come to a close. One thing is for certain though: the undeniable friendships these girls have formed is something that will carry on long after the final scene rolls.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/5/76233.jpg,K-ON! The Movie,https://myanimelist.net/anime/9617/K-On_Movie
Katanagatari,TV,12.0,494846.0,184614.0,8.34,"['Action', 'Adventure', 'Romance', 'Historical', 'MartialArts']",        Jan 2010 - Dec 2010,"['In an Edo-era Japan lush with a variety of sword-fighting styles, Shichika Yasuri practices the most unique one: Kyotouryuu, a technique in which the user\'s own body is wielded as a blade. The enigmatic seventh head of the Kyotouryuu school, Shichika lives quietly in exile with his sister Nanami until one day—the wildly ambitious strategist Togame barges into their lives.\n\r\nTogame brazenly requests that Shichika help in her mission to collect twelve unique swords, known as the ""Deviant Blades,"" for the shogunate. Shichika accepts, interested in the girl herself rather than petty politics, and thus sets out on a journey. Standing in their way are the fierce wielders of these legendary weapons as well as other power-hungry entities who seek to thwart Togame\'s objective. In order to prevail against their enemies, the duo must become an unbreakable team as they forge ahead on a path of uncertainty and peril.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1112/119225.jpg,,https://myanimelist.net/anime/6594/Katanagatari
Kemono no Souja Erin,TV,50.0,75095.0,17378.0,8.34,"['Drama', 'Fantasy', 'SliceofLife']",        Jan 2009 - Dec 2009,"['In the land of Ryoza, the neighboring provinces of Shin-Ou and Tai-Kou have been at peace. Queen Shinou is the ruler of Ryoza and her greatest general, Grand Duke Taikou, defends the kingdom with his army of powerful war-lizards known as the ""Touda."" Although the two regions have enjoyed a long-standing alliance, mounting tensions threaten to spark a fierce civil war.\n\r\nWithin Ake, a village in Tai-Kou tasked with raising the Grand Duke\'s army, lives Erin, a bright girl who spends her days watching the work of her mother Soyon, the village\'s head Touda doctor. But while under Soyon\'s care, a disastrous incident befalls the Grand Duke\'s strongest Touda, and the peace that Erin and her mother had been enjoying vanishes as Soyon is punished severely. In a desperate attempt to save her mother, Erin ends up falling in a river and is swept towards Shin-Ou.\n\r\nUnable to return home, Erin must learn to lead a new life with completely different people, all while hunting for the truth of both beasts and humanity itself, with tensions between the two regions constantly escalating.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/9/19845.jpg,Erin,https://myanimelist.net/anime/5420/Kemono_no_Souja_Erin
Made in Abyss Movie 2: Hourou Suru Tasogare,Movie,1.0,81599.0,24722.0,8.34,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",        Jan 2019 - Jan 2019,"[""The movie is a compilation of episodes 9-13 of the 2017 television series. Riko and Reg descend to the third layer where Riko has her first experience of the Curse. They descend to the fourth layer where Riko's arm is injured by an Orbed Piercer and Reg tries to save her. Nanachi comes to their aid and saves Riko's poisoned arm. In return Nanachi asks Reg to kill her immortal companion Mitty. Nanachi then joins Riko and Reg in their quest to reach the bottom of the Abyss.\n\r\n(Source: Wikipedia)""]",https://cdn.myanimelist.net/images/anime/1336/95168.jpg,Made in Abyss: Wandering Twilight,https://myanimelist.net/anime/37515/Made_in_Abyss_Movie_2__Hourou_Suru_Tasogare
Boku dake ga Inai Machi,TV,12.0,1687069.0,1092061.0,8.33,"['Mystery', 'Supernatural', 'Psychological', 'Seinen']",        Jan 2016 - Mar 2016,"['When tragedy is about to strike, Satoru Fujinuma finds himself sent back several minutes before the accident occurs. The detached, 29-year-old manga artist has taken advantage of this powerful yet mysterious phenomenon, which he calls ""Revival,"" to save many lives.\n\r\nHowever, when he is wrongfully accused of murdering someone close to him, Satoru is sent back to the past once again, but this time to 1988, 18 years in the past. Soon, he realizes that the murder may be connected to the abduction and killing of one of his classmates, the solitary and mysterious Kayo Hinazuki, that took place when he was a child. This is his chance to make things right.\n\nBoku dake ga Inai Machi follows Satoru in his mission to uncover what truly transpired 18 years ago and prevent the death of his classmate while protecting those he cares about in the present.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/10/77957.jpg,ERASED,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi
Douluo Dalu: Xiaowu Juebie,ONA,13.0,7294.0,2638.0,8.33,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Historical', 'MartialArts']",        May 2020 - Aug 2020,['Fifth part of Douluo Dalu.'],https://cdn.myanimelist.net/images/anime/1424/113993.jpg,,https://myanimelist.net/anime/42498/Douluo_Dalu__Xiaowu_Juebie
Evangelion: 2.0 You Can (Not) Advance,Movie,1.0,432210.0,260076.0,8.33,"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Psychological']",        Jul 2009 - Jul 2009,"[""When the threat of the Angel menace escalates, mankind's defense force is pushed to its limits, with NERV at the forefront of the struggle. Shinji Ikari and his partner Rei Ayanami are assisted by two new pilots: the fiery Asuka Langley Shikinami and the mysterious Mari Illustrious Makinami.\n\r\nWith the aid of their mechanized Evangelion units, equipped with weapons perfect for engaging their monstrous opponents, the four young souls fight desperately to protect their loved ones and prevent an impending apocalypse. But when startling secrets are brought to light, will the heroes' greatest challenge prove to be the monsters...or humanity itself?\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/5/74983.jpg,,https://myanimelist.net/anime/3784/Evangelion__20_You_Can_Not_Advance
Fate/stay night: Unlimited Blade Works 2nd Season,TV,13.0,721299.0,472012.0,8.33,"['Action', 'Fantasy', 'Supernatural']",        Apr 2015 - Jun 2015,"[""In the midst of the Fifth Holy Grail War, Caster sets her plans into motion, beginning with the capture of Shirou's Servant Saber. With the witch growing ever more powerful, Rin and Archer determine she is a threat that must be dealt with at once. But as the balance of power in the war begins to shift, the Master and Servant find themselves walking separate ways.\n\r\nMeanwhile, despite losing his Servant and stumbling from injuries, Shirou ignores Rin's warning to abandon the battle royale, forcing his way into the fight against Caster. Determined to show his resolve in his will to fight, Shirou's potential to become a protector of the people is put to the test.\n\r\nAmidst the bloodshed and chaos, the motivations of each Master and Servant are slowly revealed as they sacrifice everything in order to arise as the victor and claim the Holy Grail.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/11/72863.jpg,Fate/stay night [Unlimited Blade Works] Season 2,https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season
Hotarubi no Mori e,Movie,1.0,683653.0,382130.0,8.33,"['Drama', 'Romance', 'Supernatural', 'Shoujo']",        Sep 2011 - Sep 2011,"[""Intrigued by the tale of a mountain god, six-year-old Hotaru Takegawa loses her way in the ancient forest while visiting her uncle. Exhausted and desperate for help, Hotaru is thrilled to find a masked forest spirit named Gin. She learns the hard way that she should not touch the boy, or he would disappear. In spite of this, Gin leads Hotaru out of the forest and warns her never to return when she promises to come again with a gift.\n\r\nPaying no heed to his cautionary words, and despite being separated by both distance and planes of existence, Hotaru and Gin become close friends as she visits him every summer. However, their relationship and resolve are put to the test, when romantic feelings conflict with the one and only rule.\n\r\nBased on Yuki Midorikawa's manga of the same name, Hotarubi no Mori e is a tale of friendship and compromise of two people who should never have crossed paths, as their lives become hopelessly intertwined.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/1599/112267.jpg,,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e
Natsume Yuujinchou Go Specials,Special,2.0,37215.0,16531.0,8.33,"['Drama', 'SliceofLife', 'Supernatural', 'Demons', 'Shoujo']",        Mar 2017 - Apr 2017,['Two special episodes bundled in the fourth and fifth volume of the Blu-ray/DVD.'],https://cdn.myanimelist.net/images/anime/3/84887.jpg,,https://myanimelist.net/anime/34534/Natsume_Yuujinchou_Go_Specials
Romeo no Aoi Sora,TV,33.0,41897.0,14342.0,8.33,"['Adventure', 'Drama', 'SliceofLife', 'Historical']",        Jan 1995 - Dec 1995,"['Romeo is a kindhearted and courageous boy living with his family in a small village in Switzerland. Unfortunately, Romeo becomes the interest of a man named Luini, known as ""The God of Death,"" who is infamous for buying children and selling them as chimney sweeps in Milan. While visiting the village, Luini burns down Romeo\'s family cornfield in an attempt to have Romeo as his own. With the cornfield gone and his father sustaining a head injury trying to put out the fire, Romeo bravely sells himself to the God of Death in order to help his family afford a doctor. \n\r\nOn his way to Milan, Romeo meets a boy named Alfredo Martini and they quickly become friends. Just as Alfredo is sold to a different master, the two boys swear eternal friendship and vow to meet again. As a chimney sweep, Romeo faces many hardships and abuse, especially from his master\'s family and a gang known as the Wolf Pack. But after reuniting with Alfredo, the two form a fraternity of chimney sweeps called ""The Black Brothers,"" who will learn to fight against the Wolf Pack and help each other in times of need.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/4/17979.jpg,Romeo and the Black Brothers,https://myanimelist.net/anime/2559/Romeo_no_Aoi_Sora
Sakamichi no Apollon,TV,12.0,325605.0,146494.0,8.33,"['Drama', 'Romance', 'Music', 'School', 'Josei']",        Apr 2012 - Jun 2012,"[""Introverted classical pianist and top student Kaoru Nishimi has just arrived in Kyushu for his first year of high school. Having constantly moved from place to place since his childhood, he abandons all hope of fitting in, preparing himself for another lonely, meaningless year. That is, until he encounters the notorious delinquent Sentarou Kawabuchi.\n\r\nSentarou's immeasurable love for jazz music inspires Kaoru to learn more about the genre, and as a result, he slowly starts to break out of his shell, making his very first friend. Kaoru begins playing the piano at after-school jazz sessions, located in the basement of fellow student Ritsuko Mukae's family-owned record shop. As he discovers the immense joy of using his musical talents to bring enjoyment to himself and others, Kaoru's summer might just crescendo into one that he will remember forever.\n\nSakamichi no Apollon is a heartwarming story of friendship, music, and love that follows three unique individuals brought together by their mutual appreciation for jazz.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/1604/98654.jpg,Kids on the Slope,https://myanimelist.net/anime/12531/Sakamichi_no_Apollon
Natsume Yuujinchou,TV,13.0,460038.0,156999.0,8.32,"['Drama', 'SliceofLife', 'Supernatural', 'Demons', 'Shoujo']",        Jul 2008 - Sep 2008,"['While most fifteen-year-old boys, in one way or another, harbor secrets that are related to girls, Takashi Natsume has a peculiar and terrifying secret involving youkai: for as long as he can remember, he has been constantly chased by these spirits. Natsume soon discovers that his deceased grandmother Reiko had passed on to him the Yuujinchou, or ""Book of Friends,"" which contains the names of the spirits whom she brought under her control. Now in Natsume\'s possession, the book gives Reiko\'s grandson this power as well, which is why these enraged beings now haunt him in hopes of somehow attaining their freedom.\n\r\nWithout parents and a loving home, and constantly being hunted by hostile, merciless youkai, Natsume is looking for solace—a place where he belongs. However, his only companion is a self-proclaimed bodyguard named Madara. Fondly referred to as Nyanko-sensei, Madara is a mysterious, pint-sized feline spirit who has his own reasons for sticking with the boy.\n\r\nBased on the critically acclaimed manga by Yuki Midorikawa, Natsume Yuujinchou is an unconventional and supernatural slice-of-life series that follows Natsume as he, with his infamous protector Madara, endeavors to free the spirits bound by his grandmother\'s contract.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1681/108439.jpg,Natsume's Book of Friends,https://myanimelist.net/anime/4081/Natsume_Yuujinchou
NHK ni Youkoso!,TV,24.0,613586.0,277518.0,8.32,"['Comedy', 'Drama', 'Romance', 'Psychological']",        Jul 2006 - Dec 2006,"[""Twenty-two-year-old college dropout Tatsuhiro Satou has been a hikikomori for almost four years now. In his isolation, he has come to believe in many obscure conspiracy theories, but there is one in particular which he holds unshakable faith in: the theory that the evil conspirator behind his shut-in NEET (Not in Employment, Education or Training) status is the Nihon Hikikomori Kyokai (NHK)—an evil and secret organization dedicated to fostering the spread of hikikomori culture.\n\nNHK ni Youkoso! is a psychological dramedy that follows Tatsuhiro as he strives to escape from the NHK's wicked machinations and the disease of self-wrought isolation, while struggling to even just leave his apartment and find a job. His unexpected encounter with the mysterious Misaki Nakahara might signal a reversal of fortune for Tatsuhiro, but with this meeting comes the inevitable cost of having to face his greatest fear—society.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/3/52675.jpg,Welcome to the N.H.K.,https://myanimelist.net/anime/1210/NHK_ni_Youkoso
Shelter (Music),Music,1.0,295195.0,198093.0,8.32,"['Sci-Fi', 'Music']",        Oct 2016 - Oct 2016,"[""Day 2539: Rin wakes up alone again with blurred memories and still no contact from any other human. She's not bored, however, because in her arms lies a tablet capable of creating any world her heart desires. Day after day, Rin crafts a wonderful reality—one utopia at a time—to shelter her from loneliness, hoping to one day reveal the truth behind her very existence.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/5/82388.jpg,Shelter,https://myanimelist.net/anime/34240/Shelter_Music
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",Special,1.0,240300.0,140332.0,8.32,"['Drama', 'Fantasy', 'SliceofLife']",        Jul 2018 - Jul 2018,"[""The CH Postal Company has just received a request to transcribe a love letter from Irma Felice, a famous opera singer. Accepting the task, Violet Evergarden visits Irma to write her letter. However, not only does Irma provide little information, she asks Violet to write based on her own feelings. Despite Violet's numerous attempts, Irma finds every version of the letter inadequate.\n\r\nViolet consults her colleagues, and they help her out by writing love letters of their own. Yet even those are rejected by the opera singer. As a last resort, Violet asks Irma for her true thoughts and feelings, hoping to find the missing puzzle piece. Will the Auto Memory Doll be able to translate Irma's emotions into words?\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/9/89993.jpg,,https://myanimelist.net/anime/37095/Violet_Evergarden__Kitto_Ai_wo_Shiru_Hi_ga_Kuru_no_Darou
Doukyuusei (Movie),Movie,1.0,207146.0,110016.0,8.32,"['BoysLove', 'Romance', 'SliceofLife', 'School']",        Feb 2016 - Feb 2016,"[""Hikaru Kusakabe is a normal, carefree boy in a rock band who is always focused on the present. During the summer, his entire class is forced to participate in an upcoming chorus festival. By coincidence, he discovers his classmate Rihito Sajou—known for being an honor student with excellent grades—practicing his singing alone. Sajou just cannot seem to get their class' song right, and Kusakabe, delighted at seeing a new side of his straight-laced classmate, offers to help him prepare for the event.\n\r\nAlthough their lives and personalities are total opposites, they begin to grow closer as time progresses. But with the pressure of an unknown future, what will become of them and their growing relationship?\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/3/78606.jpg,Doukyusei -Classmates-,https://myanimelist.net/anime/30346/Doukyuusei_Movie
Hunter x Hunter: Original Video Animation,OVA,8.0,111830.0,58713.0,8.32,"['Action', 'Adventure', 'SuperPower', 'Shounen']",        Jan 2002 - Apr 2002,"[""After reuniting with Gon and his friends, Kurapika explained to them the risks he bears because of his abilities. Believing that his target of revenge is no longer alive and the search for his fallen comrade's eyes could truly begin, Kurapika soon after receives a message informing him that all the Spiders still lived. After much discussion between his friends, Gon, Kurapika and company decided to hunt after the one Spider member who's ability could ultimately result in Kurapika's defeat and death. Based on the manga by Togashi Yoshihiro.""]",https://cdn.myanimelist.net/images/anime/1/137.jpg,,https://myanimelist.net/anime/137/Hunter_x_Hunter__Original_Video_Animation
Major: World Series,OVA,2.0,32405.0,18267.0,8.32,"['Comedy', 'Drama', 'Sports', 'Shounen']",        Dec 2011 - Jan 2012,"[""Gorou Shigeno's journey with the Indiana Hornets continues as they seek to win the prestigious World Series. However, after an unexpected accident during the match with his fated rival, his quest in becoming the world's best becomes more challenging. Undaunted, Gorou continues to put the weight of his dreams into every pitch he makes, and forges a path towards his desired future through high-speed pitching.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/5/75220.jpg,,https://myanimelist.net/anime/11917/Major__World_Series
Dr. Stone,TV,24.0,1297497.0,745849.0,8.31,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']",        Jul 2019 - Dec 2019,"[""After five years of harboring unspoken feelings, high-schooler Taiju Ooki is finally ready to confess his love to Yuzuriha Ogawa. Just when Taiju begins his confession however, a blinding green light strikes the Earth and petrifies mankind around the world—turning every single human into stone.\n\r\nSeveral millennia later, Taiju awakens to find the modern world completely nonexistent, as nature has flourished in the years humanity stood still. Among a stone world of statues, Taiju encounters one other living human: his science-loving friend Senkuu, who has been active for a few months. Taiju learns that Senkuu has developed a grand scheme—to launch the complete revival of civilization with science. Taiju's brawn and Senkuu's brains combine to forge a formidable partnership, and they soon uncover a method to revive those petrified.\n\r\nHowever, Senkuu's master plan is threatened when his ideologies are challenged by those who awaken. All the while, the reason for mankind's petrification remains unknown.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/1613/102576.jpg,,https://myanimelist.net/anime/38691/Dr_Stone
Fate/Zero,TV,13.0,1279126.0,721157.0,8.31,"['Action', 'Fantasy', 'Supernatural']",        Oct 2011 - Dec 2011,"['With the promise of granting any wish, the omnipotent Holy Grail triggered three wars in the past, each too cruel and fierce to leave a victor. In spite of that, the wealthy Einzbern family is confident that the Fourth Holy Grail War will be different; namely, with a vessel of the Holy Grail now in their grasp. Solely for this reason, the much hated ""Magus Killer"" Kiritsugu Emiya is hired by the Einzberns, with marriage to their only daughter Irisviel as binding contract.\n\r\nKiritsugu now stands at the center of a cutthroat game of survival, facing off against six other participants, each armed with an ancient familiar, and fueled by unique desires and ideals. Accompanied by his own familiar, Saber, the notorious mercenary soon finds his greatest opponent in Kirei Kotomine, a priest who seeks salvation from the emptiness within himself in pursuit of Kiritsugu.\n\r\nBased on the light novel written by Gen Urobuchi, Fate/Zero depicts the events of the Fourth Holy Grail War—10 years prior to Fate/stay night. Witness a battle royale in which no one is guaranteed to survive.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/2/73249.jpg,,https://myanimelist.net/anime/10087/Fate_Zero
Kawaki wo Ameku,Music,1.0,22093.0,14113.0,8.31,['Music'],        Jan 2019 - Jan 2019,['Music video for the song Kawaki wo Ameku by Minami.'],https://cdn.myanimelist.net/images/anime/1541/98685.jpg,Crying for Rain,https://myanimelist.net/anime/39112/Kawaki_wo_Ameku
Kino no Tabi: The Beautiful World,TV,13.0,257764.0,79559.0,8.31,"['Action', 'Adventure', 'SliceofLife', 'Psychological']",        Apr 2003 - Jul 2003,"['Kino, a 15-year-old traveler, forms a bond with Hermes, a talking motorcycle. Together, they wander the lands and venture through various countries and places, despite having no clear idea of what to expect. After all, life is a journey filled with the unknown. \n\r\nThroughout their journeys, they encounter different kinds of customs, from the morally gray to tragic and fascinating. They also meet many people: some who live to work, some who live to make others happy, and some who live to chase their dreams. Thus, in every country they visit, there is always something to learn from the way people carry out their lives. \n\r\nIt is not up to Kino or Hermes to decide whether these asserted values are wrong or right, as they merely assume the roles of observers within this small world. They do not attempt to change or influence the places they visit, despite how absurd these values would appear. That\'s because in one way or another, they believe things are fine as they are, and that ""the world is not beautiful; therefore, it is.""\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1763/95397.jpg,Kino's Journey,https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World
"Komi-san wa, Comyushou desu.",TV,0.0,391279.0,70912.0,8.31,"['Comedy', 'SliceofLife', 'School', 'Shounen']",        Oct 2021 - ,"[""Hitohito Tadano is an ordinary boy who heads into his first day of high school with a clear plan: to avoid trouble and do his best to blend in with others. Unfortunately, he fails right away when he takes the seat beside the school's  madonna—Shouko Komi. His peers now recognize him as someone to eliminate for a chance to sit next to the most beautiful girl in class.\n\r\nGorgeous and graceful with long, dark hair, Komi is universally adored and immensely popular despite her mysterious persona. However, unbeknownst to everyone, she has crippling anxiety and a communication disorder which prevents her from wholeheartedly socializing with her classmates.\n\r\nWhen left alone in the classroom, a chain of events forces Komi to interact with Tadano through writing on the blackboard, as if in a one-way conversation. Being the first person to realize she cannot communicate properly, Tadano picks up the chalk and begins to write as well. He eventually discovers that Komi's goal is to make one hundred friends during her time in high school. To this end, he decides to lend her a helping hand, thus also becoming her first-ever friend.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/1899/117237.jpg,Komi Can't Communicate,https://myanimelist.net/anime/48926/Komi-san_wa_Comyushou_desu
Kuroko no Basket 3rd Season,TV,25.0,618479.0,374688.0,8.31,"['Comedy', 'Sports', 'School', 'Shounen']",        Jan 2015 - Jun 2015,"['Following their triumph against Yousen High, Seirin\'s basketball team has reached the semifinals of the Winter Cup along with Kaijou, Rakuzan, and Shuutoku. Each of these teams possesses a member of the Generation of Miracles, and Seirin prepares to face the largest obstacles on their path to winning the Winter Cup.\n\r\nIn the final season of Kuroko no Basket, Kuroko goes head-to-head with his old teammates once more as he attempts to show them that individual skill is not the only way to play basketball. His firm belief that his form of basketball, team play, is the right way to play the sport will clash with the talents of a perfect copy and an absolute authority.\n\r\nWhile Kuroko tries to prove that his basketball is ""right,"" he and the rest of Seirin High ultimately have one goal: to win the Winter Cup and overcome the strength of the Generation of Miracles, who have long dominated the scene of middle and high school basketball.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/4/68299.jpg,Kuroko's Basketball 3,https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season
Shinsekai yori,TV,25.0,685360.0,238717.0,8.31,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Supernatural', 'Psychological']",        Sep 2012 - Mar 2013,"['In the town of Kamisu 66, 12-year-old Saki Watanabe has just awakened to her psychic powers and is relieved to rejoin her friends—the mischievous Satoru Asahina, the shy Mamoru Itou, the cheerful Maria Akizuki, and Shun Aonuma, a mysterious boy whom Saki admires—at Sage Academy, a special school for psychics. However, unease looms as Saki begins to question the fate of those unable to awaken to their powers, and the children begin to get involved with secretive matters such as the rumored Tainted Cats said to abduct children.\n\nShinsekai yori tells the unique coming-of-age story of Saki and her friends as they journey to grow into their roles in the supposed utopia. Accepting these roles, however, might not come easy when faced with the dark and shocking truths of society, and the impending havoc born from the new world.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/12/36775.jpg,From the New World,https://myanimelist.net/anime/13125/Shinsekai_yori
Shirobako,TV,24.0,393232.0,120242.0,8.31,"['Comedy', 'Drama']",        Oct 2014 - Mar 2015,"['It all started in Kaminoyama High School, when five best friends—Aoi Miyamori, Ema Yasuhara, Midori Imai, Shizuka Sakaki, and Misa Toudou—discovered their collective love for all things anime and formed the animation club. After making their first amateur anime together and showcasing it at the culture festival, the group vows to pursue careers in the industry, aiming to one day work together and create their own mainstream show.\n\r\nTwo and a half years later, Aoi and Ema have managed to land jobs at the illustrious Musashino Animation production company. The others, however, are finding it difficult to get their dream jobs. Shizuka is feeling the weight of not being recognized as a capable voice actor, Misa has a secure yet unsatisfying career designing 3D models for a car company, and Midori is a university student intent on pursuing her dream as a story writer. These five girls will learn that the path to success is one with many diversions, but dreams can still be achieved through perseverance and a touch of eccentric creativity.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1918/93511.jpg,,https://myanimelist.net/anime/25835/Shirobako
Steins;Gate: Oukoubakko no Poriomania,Special,1.0,381627.0,241302.0,8.31,"['Comedy', 'Sci-Fi']",        Feb 2012 - Feb 2012,"['A few months after the events of Steins;Gate, Rintarou Okabe and his group of friends are invited to tag along with their acquaintance Faris NyanNyan, who is participating in a Rai-Net battle event in the United States. There, they meet up with an old colleague: Kurisu Makise, who has been recalling fragmented memories of events that happened in the other world lines in the form of dreams. She confronts Okabe, questioning him as to whether these events—particularly the incidents between the two of them—did indeed happen.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/7/36531.jpg,Steins;Gate: Egoistic Poriomania,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania
Tensei shitara Slime Datta Ken 2nd Season Part 2,TV,12.0,439791.0,205096.0,8.31,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Demons']",        Jul 2021 - Sep 2021,"['The nation of Tempest is in a festive mood after successfully overcoming the surprise attack from the Blumund Army and the Western Holy Church. Beyond the festivities lies a meeting between Tempest and its allies to decide the future of the Nation of Monsters. The aftermath of the Blumund invasion, Milim Nava\'s suspicious behavior, and the disappearance of Demon Lord Carrion—the problems seem to keep on piling up.\n\r\nRimuru Tempest, now awakened as a ""True Demon Lord,"" decides to go on the offensive against Clayman. With the fully revived ""Storm Dragon"" Veldora, ""Ultimate Skill"" Raphael, and other powerful comrades, the ruler of the Tempest is confident in taking down his enemies one by one until he can face the man pulling the strings.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1033/118296.jpg,That Time I Got Reincarnated as a Slime Season 2 Part 2,https://myanimelist.net/anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2
